name, math, english, programming_1, programming_2, statistics
Cole Giardina,71,83,62,49,60
Nita Hennessey,55,62,98,5,83
Anna Paterson,45,50,79,29,82
Marie Kretschmer,82,8,75,63,16
Thomas Gamble,70,14,47,90,29
John Moore,16,6,50,11,77
Melissa Banks,6,96,33,57,97
Lupita Partin,12,12,94,21,86
Joni Williams,77,57,12,89,57
Deborah Cole,73,56,42,40,0
Jose Hernandez,4,43,54,78,3
Maximo Williams,38,9,99,22,79
Rhonda Stringer,37,52,77,34,14
Roy Mullen,24,63,69,2,32
Marie Sanchez,91,73,57,46,82
Krystal Belt,19,60,13,68,28
Christopher Ortiz,57,23,29,98,57
Dorothy Roblow,16,84,99,40,55
Pauline Mckeever,35,41,30,51,67
Jessica Coletti,47,50,80,55,40
Robert Oconnor,78,68,82,95,83
Brandy Simpson,0,36,55,43,42
Ronnie Mars,85,44,84,77,92
Helen Shaw,28,74,91,58,48
Mary Brown,8,3,20,31,94
David Belcher,22,68,41,54,57
Buster Passmore,86,49,47,78,21
John Dollar,94,11,23,90,29
Suzanna Chang,43,30,11,61,82
Cecile Rosiles,59,78,25,65,70
Cheryl Christensen,5,31,96,29,61
Jessica Dailey,43,57,27,20,60
Lisa Gessel,61,49,59,42,76
Kellye Butcher,62,79,18,90,69
Joyce Mccoy,52,82,82,50,24
Elmira Schuh,77,31,92,92,72
Jaqueline Rudd,36,81,85,23,94
Ella Slaugh,13,16,69,40,76
Christina Soriano,50,73,77,31,66
Kenneth Ledbetter,53,96,54,8,99
Elaine Luce,48,92,10,63,82
Lucy Bires,40,46,39,9,4
Marjorie Quinones,18,13,73,1,18
Carol Leaks,4,17,19,11,58
Corinne Jackson,54,29,95,80,92
Jesus Foy,10,36,76,49,91
Tim Cox,44,34,70,66,57
Robert Berry,53,42,49,94,49
Jose Nelson,57,66,60,30,63
Keith Wolcott,20,94,95,19,95
Katrina Savini,58,100,44,30,24
Elmer Carson,43,62,67,74,95
Isaac Via,23,50,9,2,97
Brandon Cain,17,99,19,62,9
Dan Thrift,96,90,68,58,39
Julie Derr,76,9,70,41,91
Maggie Mcgrath,8,55,95,66,21
Sharon Garey,9,59,52,100,18
Patricia Anderson,20,22,70,57,0
Beverly Mesta,9,85,19,17,56
Kathleen Garvey,26,45,53,72,24
Andy Jones,34,64,42,59,87
Victoria Mcafee,62,41,75,33,5
Cory Mikowski,39,54,38,92,49
Jerri Bohannon,29,43,40,9,12
Patricia Vega,26,65,27,7,53
John Samuels,0,65,61,68,75
Blake Pierre,6,32,43,38,16
Dan Grubb,51,23,71,25,3
Donald Stiles,43,46,16,76,58
Ruth Hare,47,72,41,82,5
Anthony Simpson,56,51,49,93,87
Modesto Bateman,34,37,29,96,84
Matt Watson,8,19,100,65,37
Daniela Glosson,70,3,51,31,18
Dan Dart,81,40,45,17,92
Cheryl Rocha,21,80,97,7,24
Julie Pena,46,95,31,56,43
Christian Johnson,88,31,56,65,21
Floyd Feist,57,47,5,84,78
Brandon Jacobs,25,27,59,8,57
Alice Beezley,7,99,61,5,12
Marie Williams,94,9,61,41,36
Helene Gragg,47,53,34,28,68
William Sheehy,24,91,53,85,81
Dorothy Marier,81,61,28,54,8
Frank Williams,23,1,4,11,50
Claude Fast,63,86,2,81,15
Jacqueline Mcgraw,67,18,37,28,46
Jeremy Jernigan,75,94,35,8,38
Henry Cantrell,88,27,38,78,4
William Mccormick,66,41,44,16,65
Agnes Robles,55,27,16,60,41
Luisa Watts,91,83,38,7,42
James Hammer,48,32,50,89,34
George Fishburn,56,99,100,17,45
Robert Ligon,99,68,8,92,67
Frederic Lujan,31,27,47,94,6
Scott Merrell,8,42,45,26,67
Vincent Burns,88,51,9,51,78
Patricia Boyd,50,1,9,14,63
Faye Boos,82,26,37,57,83
Gladys Munger,26,44,98,2,28
Paul Day,41,58,65,44,13
Carol Anderson,36,90,12,57,15
Joshua Newman,15,40,70,26,21
Inez Grim,0,25,59,52,0
Sarah Hood,5,7,63,74,65
Wayne Voorhis,50,50,58,14,9
Robert Bachman,5,42,35,30,78
Anthony Cardoza,81,58,58,6,17
Elizabeth Reiss,20,80,40,70,2
Jose Rogers,0,59,26,29,42
Anthony Shaw,6,90,14,44,9
Patricia Baker,62,85,81,42,58
Ron Politi,55,61,51,11,19
William Hammock,64,42,98,89,14
James King,5,2,94,67,75
Kristi Luckett,96,1,75,21,40
Clark Reeves,65,45,23,2,78
Terence Webb,67,92,97,29,21
Bruce Loman,75,57,33,18,29
Johnathan Steiner,8,74,58,91,33
Cindy Coppa,87,26,52,50,38
Daniel Grimes,84,72,27,3,64
Vincent Wilson,14,4,56,15,16
Adriana Schiro,48,69,15,83,7
Shanna Corbin,0,21,59,40,46
Walter Ball,86,39,56,93,99
Margaret Ware,35,42,8,2,22
Eva Toller,32,23,0,22,65
Barbara Brinkman,70,62,9,95,14
John Reyna,52,90,96,58,66
Brenda Owens,98,59,27,45,24
Janet Stewart,95,72,60,84,51
Mark Perez,50,5,77,49,32
Susan Ferrell,8,27,28,98,49
Jennifer Longhurst,6,22,29,62,64
Roxanne Gifford,40,4,34,57,67
Anthony Comeaux,9,30,79,77,17
Gloria Loveland,33,5,32,91,9
Young Pettit,56,10,29,95,55
Samuel Belyoussian,29,34,79,26,19
Jeff Garland,81,40,56,62,9
Jesse Mcnamara,54,45,14,41,88
Ruby Weinzierl,98,98,26,70,33
Lee Taylor,3,87,65,92,47
Melvin Casey,34,1,19,63,95
Guadalupe Carualho,68,92,33,38,62
Thomas Morris,34,25,76,55,51
Dale Campbell,93,88,82,18,89
Alejandra Lewis,75,8,20,18,96
Gillian Dossantos,44,49,4,73,4
Erin Robertson,50,64,66,20,90
Helena Hebert,71,72,6,51,99
David Caldwell,49,6,58,5,68
Ashley Baxter,0,93,48,71,18
Paul Gregoire,80,21,8,29,59
Robert Capps,9,7,41,98,55
William Murphy,71,11,41,24,61
Patty Jones,41,78,19,42,96
Ramiro Black,87,54,74,60,38
Sarah Partin,71,44,22,48,95
Mary Ruiz,55,53,81,97,74
Tracy Clay,86,73,25,15,28
Wesley Roddam,7,0,51,50,93
Linda Langdon,55,29,54,33,16
Lynn Singleton,5,98,60,100,1
Dolly Buran,80,40,12,17,50
Robert Joaquin,83,14,63,65,51
William Herring,85,48,19,0,7
Brittney Lowell,46,37,15,82,51
Lorraine Harris,58,11,47,98,98
Mike Heard,65,36,43,19,66
Jerome Brown,90,15,15,77,25
Gregorio Christianson,9,30,16,67,82
Stanley Mcbride,39,35,18,69,41
Robert Sonsino,71,28,81,59,52
David Coles,83,91,90,2,79
Paul Johnson,54,4,76,99,70
Ralph Gonzalez,6,21,38,89,18
Tomas Bridgers,24,5,18,15,51
Johnnie Lotton,66,93,60,73,46
Blair Misiaszek,59,89,4,96,83
Rubin Cash,21,87,7,5,31
Robert Harmeson,72,19,11,100,21
Max Allen,24,46,37,99,64
Wilson Sandoz,54,58,44,45,4
Kent Flanagan,73,17,54,93,75
Raymond Wall,21,1,21,51,98
Robert Gutshall,45,47,16,0,4
Ivan Reddish,93,1,91,36,82
Kathleen Hosick,11,2,31,15,3
William Simms,65,18,80,37,6
Madge Mckinney,29,64,13,60,8
James Sparks,91,75,39,36,35
Eric Parmenter,5,17,57,20,74
Marina Lee,22,50,53,94,58
Flora Bishop,7,6,5,73,24
Rebecca Montelongo,28,74,80,11,28
Lenard Mitchell,15,93,69,60,50
George Dubose,36,98,58,34,65
Miriam Hamilton,7,37,66,8,44
Gary Radebaugh,92,35,40,3,91
Christopher Grant,45,34,77,39,92
Robin William,18,25,33,96,60
Benita Martin,99,78,71,91,9
Jennifer Stark,26,57,1,20,57
Glenda Williams,85,51,61,49,84
Martin Davis,15,89,85,88,49
Judy Stone,79,24,95,60,62
Margaret Starcher,77,56,18,84,5
John Maia,55,66,61,16,55
James Smith,28,88,45,44,95
Delbert Leaf,92,4,20,28,44
Matthew Miller,81,71,14,100,99
Ryan Zambrano,53,79,68,50,77
Linda Mitchell,4,50,98,11,92
Beatriz Bruns,37,72,26,6,85
Curt Blackman,82,69,19,13,22
Barbara Groves,99,32,0,47,1
Antonia Shindle,21,26,21,96,45
Belle Snively,80,77,97,15,27
Rudolf Winters,77,12,16,78,26
Terry Moore,38,25,40,91,68
Kendra Caylor,11,75,98,86,44
Stephen Vo,34,74,41,45,65
Steve Harris,13,61,65,85,45
Deborah Burlett,0,5,25,92,41
June Geiger,23,14,42,68,43
Bruce Owens,9,75,60,68,82
Shane Johnson,53,62,86,35,35
Heidi Burden,69,45,87,94,21
Richard Hearn,75,4,85,93,28
Timothy White,18,91,49,98,65
Leslie Costales,38,60,98,39,29
Katherine Story,1,28,71,14,73
Sean Tassin,2,38,100,16,89
Cheryl Baker,48,26,28,100,47
Mary Reyburn,28,17,66,5,50
Walter Aline,10,69,47,7,75
Diane Tillman,97,47,87,92,53
Brain Mikulak,14,49,80,64,25
Ana Rebuldela,50,78,76,21,78
Nancy Hess,30,78,69,93,14
Marian Cottier,77,46,30,55,90
Curtis Smith,86,37,60,84,50
Donna Nuzback,84,36,32,86,80
Ronald Cleek,51,77,57,47,29
Virginia Simpson,6,30,30,97,69
Sarah Knie,20,46,79,7,97
Michael Contreras,91,19,15,59,21
Lan Lawler,64,8,28,62,95
Brendan Weinberg,65,5,70,41,91
John Keith,46,77,43,58,14
Arielle Hall,65,31,52,77,26
Steven Madril,68,32,15,21,46
Valerie Paskey,93,55,53,57,34
Joseph Mundy,47,61,8,38,25
George Aaron,57,68,16,22,33
Timothy Hass,11,30,77,10,69
Linda Cameron,51,88,82,87,11
Alan Stephens,92,11,54,43,76
Frances Valverde,92,45,33,9,16
Janice Gibson,39,34,96,87,64
James Driever,97,31,25,56,79
Edward Bumgardner,76,91,36,40,76
Jessica Modzelewski,90,34,71,96,87
Lillian Solorzano,32,9,5,7,23
Mary Dender,80,97,99,94,70
Yolande Clark,62,5,23,1,11
Paul Stevenson,44,37,5,100,7
Jeffrey Duhon,74,10,25,71,86
Adam Powell,77,7,81,63,65
Erica Rubin,45,98,34,94,57
Joyce Schenk,65,29,41,39,62
David Cox,12,81,60,97,3
Erin Kress,56,4,65,96,84
Andrew Sniff,3,11,61,62,68
Jason Gerald,76,58,50,21,10
John Klebanow,82,55,12,52,42
Michael Sargent,28,37,58,1,83
Alida Degennaro,83,64,62,54,45
Donald Sheley,24,13,59,68,13
Ronald Binder,28,11,54,27,38
Richard Altman,50,57,85,74,38
Mary Trible,77,93,4,35,34
Michael Agosta,44,5,19,22,16
Alvin Travis,65,97,67,43,25
Jacklyn Moran,27,87,29,96,9
Marjory Dorsey,18,73,6,54,70
Barbara Brown,31,5,87,64,51
Leah Matton,76,53,50,8,2
Stacey Saenz,35,41,11,83,24
Leah Genther,80,55,17,12,21
Vicki Hedley,88,88,34,51,83
Philip Oneill,44,61,75,3,32
Shannon Armstrong,12,86,79,87,44
Phil Weed,26,99,97,76,5
Anna Woodhouse,26,28,51,61,5
Carolyn Watkins,22,30,13,41,1
Louis Jenkins,83,79,31,87,4
Antonio Hayes,20,37,34,82,25
John Ham,57,80,7,7,73
Elvia Broddy,7,13,79,30,47
Tanya Cervantes,69,82,36,11,0
James Gienger,29,78,43,96,67
Charles Larson,87,17,56,22,97
Fred Dominquez,88,93,75,70,97
Nita Dannels,14,22,79,84,91
Kathy Upham,87,94,54,6,55
Hannelore Brooks,10,53,20,77,69
Irma Woodard,38,25,45,32,97
Courtney Watson,92,63,40,97,91
Anthony Seiver,28,95,51,3,9
Thomas Rickey,20,89,61,80,54
Jesse Marrero,6,81,56,48,3
Samantha Slaughter,97,28,27,49,61
Nathan Miller,70,58,42,68,10
Jackie Bercegeay,17,42,58,37,68
Dominick Alger,75,83,49,81,39
Susan Lowe,97,47,8,43,63
Roberta Allgood,77,43,15,100,91
Thomas Scott,64,10,73,55,74
Chris Hamm,91,36,85,64,36
Meredith Mooreland,39,3,89,49,0
James Graff,30,67,47,66,46
Brian Barnett,65,93,91,18,83
Twila Terrill,83,49,7,61,53
Eric Love,39,25,68,11,60
Larry Playford,81,44,44,65,15
Debra Donaldson,96,75,95,72,70
Alecia Turner,1,1,8,15,64
Christopher Miller,77,57,57,11,38
Jarred Whiteford,7,90,90,99,58
Chuck Leung,42,97,59,6,8
Mark Pena,57,63,97,69,5
Ann Cassella,4,50,74,46,35
Marcy Scott,12,10,47,11,58
Loretta Temples,48,49,20,10,16
Mark Rappold,83,22,10,56,86
Sydney Hitchcock,2,29,54,54,98
Kristin Silk,71,35,57,68,64
Helen Haigler,81,63,64,19,69
Gary Yang,11,75,55,100,64
Esther Cano,3,29,17,36,35
Nancy Jones,54,54,16,89,0
Jeremy May,26,95,68,63,23
Eric Moser,77,15,25,2,17
Anthony Patton,28,32,48,86,30
Patrick Stafford,56,65,31,85,20
Mabel Tucker,57,78,53,1,82
Michael Bridgman,43,45,25,73,47
James Olson,91,45,60,44,88
Jonathon Yopp,34,15,85,46,21
Nicholas Arno,39,92,96,44,21
Tatiana Jones,97,84,9,57,86
Susan Mcclellan,44,48,15,33,21
Mary Dargan,0,8,95,49,24
Lisa Bennett,86,17,96,33,43
Joyce Decicco,74,52,12,92,69
Colleen Auker,38,97,61,8,10
Lawrence Feldman,44,15,49,57,88
Rose Whittmore,7,74,54,33,35
Barbara Hysell,76,56,9,71,29
Cora Cook,58,28,72,72,65
Michael Bourget,0,17,98,15,0
Michael Givens,5,4,81,40,77
Jennifer Lafleur,34,89,8,24,35
Sharon Carlton,48,64,49,17,69
Paulene Foster,91,77,46,61,92
Jeffrey Burd,42,43,28,86,22
Gregory Stroup,69,61,43,51,61
Roberto Robertson,59,47,61,51,57
Pamela Shaw,44,67,59,15,31
Annie Marsella,69,4,20,5,29
Vincenzo Lawrence,54,69,82,92,22
Paul Stiles,45,15,48,69,61
Genevieve Thibadeau,18,92,3,2,19
Laurence Sharp,18,59,15,9,23
Joseph Parks,34,50,33,81,21
Gregory Ocasio,48,37,33,65,65
Gabriel Lang,85,17,16,43,68
Mario Jackson,41,10,76,73,21
Kasey Blaine,27,75,7,13,18
Sharyn Olsson,12,13,33,0,0
Rene Jones,95,47,57,44,58
Donnie Hultgren,20,74,48,15,57
Ruth Gaitan,51,32,38,2,63
Marisol Larson,73,20,8,94,71
Gordon Bennett,23,75,57,7,98
Shirley Kapitula,58,90,14,8,72
Myrtis Goodman,98,81,1,39,17
Joseph Perez,26,97,76,2,30
Heather Dorsey,92,11,42,20,24
William Schlater,32,57,24,63,52
Ronald Mccarthy,49,90,84,11,59
James Watson,36,98,46,30,56
Justin Rogers,83,0,3,51,4
Monique Lozada,51,38,78,48,46
Katie Lee,19,43,86,6,34
Stanley Minnick,71,16,30,79,51
Christine Greene,1,58,95,12,88
Reginald Riordan,96,49,79,76,29
Ernest Mayson,45,82,33,12,63
Charlene Bottoni,20,89,71,90,35
Aaron Krans,30,55,27,23,44
Raymond Anderson,29,19,95,10,98
Maria Smith,41,71,78,17,79
Samuel Patrick,7,21,51,68,92
Tammy Hanson,5,28,6,62,3
Michael Miller,20,54,100,38,50
Maud James,15,21,44,65,66
Elna Vanegas,15,65,68,15,54
Bill Reed,99,49,15,2,89
Oma Raneses,12,73,52,70,77
Darryl Mckay,48,91,51,84,93
Elsa Korando,39,36,82,23,82
Jennifer Montoya,78,63,0,2,21
Carolina Kiley,99,33,20,60,92
Gregory Barnett,100,36,67,23,80
Shanna Chin,6,4,3,87,46
Burton Decamp,17,70,26,45,80
Betty Milburn,0,45,98,22,79
James Hudson,14,28,22,8,57
Deborah Andrade,35,59,25,12,38
Laura Dammann,48,83,80,56,73
David Geno,88,17,73,76,88
Jimmie Vargas,29,29,79,88,52
Chris Cumming,6,69,42,54,55
Olga Skinner,98,24,71,85,52
James Vera,12,70,44,87,11
Michelle Hayton,55,29,97,94,35
Jennifer Rivas,35,7,4,44,84
Robert Doss,93,68,3,83,61
Tara Sullivan,27,39,80,50,86
Edward Lewis,35,63,64,88,88
Elma Hooks,27,27,96,8,24
Norma Emerald,96,35,10,63,16
Frank Solomon,52,39,71,8,16
Larry Bourdon,58,98,40,66,59
Janice Burnstein,86,33,36,59,83
William Burch,70,85,47,25,1
Mary Summers,13,73,22,75,24
Jane Norton,27,87,99,82,70
Stephen Hansen,22,19,10,66,91
Vicky Jaworowski,82,73,15,1,63
Sharon Hoover,32,21,10,99,35
Edward Corley,21,71,50,53,60
Mary Williams,92,99,10,26,27
Mae Johnson,99,53,17,10,29
Michael Phillips,59,65,2,100,51
Lisa Dibble,3,58,76,19,91
Stephen Doll,48,57,56,62,55
Terrance Woodley,13,98,21,95,6
Armando Daniel,0,34,87,83,79
Allison West,74,4,36,98,12
Lorraine Krawczyk,47,97,79,6,98
Arlene Stoneburner,6,30,34,83,18
Daniel Hill,80,45,3,63,56
Jessica Childs,64,70,81,6,85
Numbers Aviles,87,91,41,70,57
Ruby Hemenway,17,50,93,9,17
Kira Glover,92,46,18,74,51
Paul Delrosso,62,32,34,71,53
Ruby Elliott,60,23,92,33,32
Jess Perkins,92,31,3,78,68
Clayton Murray,13,66,17,13,29
Todd Hope,69,41,88,8,21
Bernice Bland,90,58,25,61,31
Henry Arispe,15,88,90,44,55
Claudette Hughes,83,60,97,17,69
Ronnie Swinton,32,9,67,48,18
Sarah French,90,58,13,62,22
James Moore,15,97,36,81,71
Ernest Valles,2,13,54,19,68
Sonia Elsner,62,84,11,27,73
Robert Ludwig,48,60,80,60,83
Paula Young,81,71,46,31,27
Tanya Sheets,51,10,46,79,76
Esther Rude,66,44,78,70,69
Charles Daugherty,61,10,21,15,7
Alesha Mcdowell,29,25,79,99,2
Henry Duteau,40,72,30,1,12
Christopher Hicks,44,71,32,94,1
Theresa John,18,10,18,22,94
Laura Christy,50,48,20,61,56
Maritza Nyland,60,77,42,71,26
Jeffrey Montes,88,82,23,59,96
Carlton Olsen,98,1,36,13,6
Erma Bond,7,3,16,86,40
Lynn Chandler,57,1,85,89,85
Charles Montgomery,23,26,91,27,4
Tanya Martin,6,45,47,63,29
Denise Daniels,21,2,90,22,8
Gary Prouse,13,58,33,81,64
Brandon Haynes,44,77,78,54,45
Lisa Hawkins,31,99,67,48,11
Mark Vargas,71,53,46,19,94
Jamie Hickman,22,53,76,9,95
Donna Shick,50,53,17,52,10
William Patterson,21,31,77,23,60
Emmett Ray,34,19,40,29,26
Daniel Garner,45,57,69,26,97
Shirley Simon,14,20,24,51,80
Renee Kern,44,52,78,0,83
Robert Wood,86,64,42,12,34
Richard Sommer,10,73,94,1,42
David Beebe,53,93,8,18,7
Frances Childers,52,89,65,94,70
Albert Stevenson,92,6,60,27,97
Stephen Neri,80,30,82,6,57
Jeffery Norman,65,94,96,90,40
Linda Gonzales,93,67,44,69,98
Ruth Oliver,71,21,36,7,24
Keith Masters,77,53,98,82,79
Mary Charlie,85,58,48,31,54
Mindi Potts,47,5,66,8,68
Kimberly Norris,94,78,13,85,16
Nicolas Gonzalez,4,53,77,3,98
Mark Heflin,27,12,28,12,84
Margaret Arias,20,91,74,54,70
Leonard Rhodes,18,63,63,4,11
Leslie Worley,1,54,27,60,1
Donald Obrien,57,86,53,38,89
Sondra Smith,49,63,56,34,58
Daisy Robinson,70,80,31,43,62
Andrea Burton,68,48,24,6,9
Shannon Ward,14,55,20,80,53
Brett Griffiths,72,17,72,2,60
Thomas Boone,42,14,89,98,83
Charles Frazier,26,79,10,52,90
Amber Mccalla,53,41,39,76,99
Rachelle Gregg,51,71,80,65,3
George Thibault,53,79,28,89,81
Michael Marcum,46,47,76,10,99
Joseph Hayes,17,40,51,11,18
Melissa Cather,29,14,38,8,18
Gina Day,45,30,27,1,97
Marilyn Ramos,65,21,3,96,93
Sharron Holloman,66,92,26,29,54
Alicia Clouser,33,53,57,37,93
William Gross,99,30,5,95,42
Pedro Ramos,31,6,98,56,31
Quintin Duke,73,20,13,53,71
Loretta Taylor,38,84,90,71,44
Joshua Lewis,53,29,86,46,10
Carol Marks,15,69,41,93,0
Diane Self,70,56,11,15,87
Jane Mcmanus,74,39,28,58,84
John Gallegas,87,45,42,98,38
Jeffery Hart,74,86,2,81,91
William Monopoli,39,97,76,28,46
John Schwartz,36,90,37,29,57
Doris Red,72,63,83,77,77
Steven Buntrock,58,84,47,25,2
Vickie Nichols,100,23,12,33,58
Adam Hudson,95,11,30,8,28
Eva Harvey,100,63,13,96,74
Gayle Gordon,6,16,81,10,53
Kari Behan,8,64,4,5,7
Gertrude Ferguson,41,83,59,51,41
Susan Holsey,78,55,95,8,92
John Echevarria,11,66,36,31,53
James Pippen,56,41,35,20,59
Krista Mohler,6,63,16,77,32
Corey Crowson,30,53,44,57,45
Amanda Weeks,67,38,49,17,58
Steven Berkley,86,93,100,20,43
Rick Lara,83,24,16,84,60
Doris Olsen,98,62,52,67,38
Miguel Smith,97,20,0,15,89
Ashley Ates,59,76,66,77,97
Joshua Kintopp,90,81,52,24,78
Shirley Cooper,73,81,4,32,62
Avis Miller,2,51,9,67,94
Karl Turner,27,76,27,44,32
Brad Melvin,34,38,59,36,100
Dawn Hopkins,34,39,37,98,54
Stephen Wing,96,100,82,79,30
David Hurst,44,38,0,81,31
Willie Clark,53,75,3,16,62
Laurie Roessler,32,20,31,98,69
Narcisa Baker,61,40,18,52,8
Michelle Bolden,88,63,71,75,68
Patricia Aggas,36,79,56,92,3
Michelle Spiegler,64,97,71,22,73
Melanie Su,39,78,63,76,86
Joe Choe,65,8,41,33,91
Marjorie Perez,38,63,96,54,22
Cathy Hager,34,40,39,67,6
Charles Yu,64,84,39,16,13
Marietta Hayes,81,63,59,14,58
Elizabeth Gingrich,14,1,9,34,14
Linnie Porter,48,58,55,71,0
Rosa Paine,14,81,51,80,34
Gregory Anderson,35,0,23,70,100
David Wynn,21,65,89,37,14
Rodney Wheeler,42,73,92,84,62
Sherry Roach,80,12,13,36,14
Nora Fletcher,100,52,81,95,63
John Dozier,85,33,75,35,14
Richard Velasquez,39,76,81,3,9
Charles Moody,17,17,71,55,38
Juan Goudy,21,17,0,80,20
David Rice,66,88,81,74,46
Minerva Adkins,28,94,25,17,17
Shakia Hoyman,29,72,88,13,21
Peter Wadas,56,54,57,60,58
Wm Zahar,54,62,59,84,1
Linda Kennedy,4,3,90,43,37
Adela Grant,49,16,12,8,30
Jeanne Price,53,67,55,92,36
Tamara Mccarthy,21,16,15,35,79
Jason Torres,82,94,58,55,35
Julia Zimmerman,3,48,5,14,16
Troy Ishihara,26,50,15,79,2
Amanda Rabon,93,10,95,27,73
Vern Smith,85,5,71,33,67
Diane Bennett,4,17,30,1,60
Ruth Fowler,76,24,93,78,28
Caitlin Volk,2,75,38,41,24
Bret Schmidt,76,27,26,13,81
Beverly Ortiz,74,94,8,46,0
Howard Casey,5,8,1,81,4
Andrew Warren,59,83,27,23,81
Terrell Lemieux,41,32,10,97,39
William Jock,65,25,52,94,50
Carl Grissom,13,38,2,44,24
Marjorie Dustin,10,5,21,90,25
Beatrice Pulido,20,34,51,83,55
Erica Azim,46,47,17,68,75
Gene Schryer,25,51,6,77,4
Judith Roberts,27,88,48,44,57
Anna Henriques,83,9,81,64,93
David Huntsman,62,28,98,81,37
Zachary Prospero,92,90,39,51,28
John Getty,66,42,35,71,20
Delores Bedsole,79,27,93,86,10
Linda Shield,90,66,97,24,43
Ronald Carroll,40,5,3,27,56
Eric Soucy,5,1,21,6,27
Jacob Booth,66,80,54,99,50
Albert Williams,36,91,53,25,72
Charles Mclean,82,35,53,33,59
Esteban Reese,8,69,38,2,80
Marvin Graham,40,83,0,27,58
Anne Wilder,8,75,93,100,2
Kevin Jones,49,32,90,81,74
Kelly Giuffrida,36,84,37,88,1
Rodney Foreman,88,79,61,88,99
Robert Atkins,47,9,76,37,88
Michael Phillips,84,71,32,84,20
Maxine Seymour,93,90,74,29,50
Michaela Perry,29,38,81,9,31
Mary Tucker,78,25,37,46,21
David Crowe,86,75,84,50,10
Keith Williams,28,26,67,88,71
Tory Champion,5,5,10,55,46
Rhonda Wilson,81,90,83,74,61
Rick Lumpkin,56,65,10,13,7
Alvina Fite,23,44,57,51,88
John Ratcliff,42,70,30,71,29
Valerie Brown,91,16,61,88,63
Stephen Greenwood,15,11,69,90,32
Christina Scott,78,67,79,1,43
Amanda Brown,48,57,27,76,94
Mike Quick,63,66,12,69,25
Patricia Nievas,100,42,91,39,76
Esther Reynolds,43,51,89,56,42
Allison Lawrence,74,7,15,0,88
Evelyn Thompson,68,26,9,32,77
Janice Ullmann,31,88,9,95,25
David Jones,85,19,25,15,32
Jonathan Spriggs,77,96,17,12,4
Jerome Hastie,9,79,26,34,4
Jean Lee,57,90,28,39,64
Scott Thielman,12,32,14,84,4
Christopher Chavarria,36,100,17,22,63
James Sanders,96,85,38,42,99
Catherine Elliam,20,88,40,68,51
Nancy Jones,81,35,11,89,25
William Bailey,87,24,45,85,92
Donald Manning,88,41,1,33,31
Shirley Brown,81,66,71,60,77
Suzanne Sifuentes,80,42,8,28,69
Stanley Wax,8,37,12,56,35
Violet Christophe,22,17,8,57,58
Wendy Tucker,100,93,54,77,21
Lashonda Leech,50,72,4,0,95
Russell Castro,11,42,75,69,56
Louise Buckman,49,15,41,22,29
Teresa Redmann,69,48,2,6,96
James Barnes,93,89,64,85,15
Wesley Robertson,56,12,2,28,51
Keith Bruno,25,15,79,65,60
Darrell Bedeau,94,81,89,55,23
Freeda Le,26,23,60,39,47
Danny Barnwell,14,73,14,54,6
Robert Hoogland,92,67,94,46,64
Douglas Rangel,75,22,47,6,7
George Williamson,25,62,31,51,11
Jessica Downing,1,35,82,55,49
Marian Maedche,37,26,57,83,83
Nora Wood,59,65,96,75,88
Samuel Justice,70,33,54,23,14
Mike Defoor,0,4,16,53,2
Sharon Henderson,38,3,51,70,6
Thomas Chenier,19,42,30,68,86
Terra Stephenson,26,27,2,53,91
Betty Harris,43,50,42,76,24
Daniel Reynolds,20,28,81,31,86
James Greenlee,51,91,98,95,32
Robert Corey,45,97,71,14,11
Donald Gaddie,71,34,62,76,65
Doris Bollig,60,26,13,57,76
Caryl Belton,80,17,100,41,95
James Richards,96,91,6,57,95
John House,16,11,75,10,62
Eleanor Flowers,56,88,20,40,57
Robert Costa,83,93,67,81,0
Tamela Mentgen,8,68,19,20,21
Scott Stephens,91,52,48,72,13
Patricia Field,32,18,74,56,92
Shelly Romero,13,80,91,21,27
Manuel Breault,14,30,26,4,46
Julian Mchenry,27,54,15,26,77
Larry Goodwin,63,84,3,41,34
Cynthia Byrd,54,60,22,43,25
Marti Skelton,32,25,14,17,66
Chasity Cipriani,81,78,20,6,23
Debbie Korn,24,30,98,61,40
Nancy Boschert,88,98,66,81,75
Virginia Coffee,67,93,86,26,71
Robert Kost,81,42,68,94,63
Connie Rojas,16,2,71,54,43
Laura Mejia,4,89,44,54,53
Juanita Johnson,66,15,79,21,24
Tonya Ben,36,72,93,36,90
Robert Hunt,36,9,12,54,42
Larry Richardson,10,4,91,36,44
John Miller,68,81,19,47,83
Domingo Mccue,38,66,98,70,71
Charlotte Reeves,3,46,64,92,62
Dwayne Breiter,39,9,19,66,26
Jay Ensor,86,23,98,99,33
Lester Mitchell,93,20,27,93,36
Barbara Kimball,96,66,21,78,50
Dorothy Jaquez,81,80,77,96,92
Kevin Mills,77,51,36,59,0
Marvin Byers,51,81,34,2,8
Martha Minucci,31,20,53,23,76
Lorenzo Meyer,6,84,4,22,94
Mary Wirkkala,6,44,92,93,79
Jerome Harmer,84,57,42,75,34
Vernon Abraham,2,9,57,34,42
Ollie Bolden,70,16,3,51,10
Gary Mcknight,58,93,8,90,36
Jerry Jenkins,88,39,68,34,16
David Sampson,31,29,63,43,39
Kathryn Johnson,14,20,83,35,3
Gail Burris,85,49,63,71,75
Arthur Wooten,67,8,24,64,65
Margaret King,67,90,58,30,95
