name, math, english, programming_1, programming_2, statistics
Charles Farber,66,19,41,33,92
Micheal Brown,93,9,9,99,77
Barry Ramirez,18,95,26,0,14
Ruth Obryon,9,57,26,84,71
Michael Banta,57,42,100,26,92
Dale Salas,48,53,32,40,11
Ronald Swinford,12,38,95,76,52
Norberto Coffell,40,90,25,91,86
Michelle Brown,15,94,78,75,11
David Carrera,57,49,95,39,78
Deborah Numbers,66,34,79,27,59
Miguel Butler,5,58,63,38,30
Eric Ambrose,83,87,93,95,57
Hazel Lunford,78,1,92,96,42
Eduardo Price,57,73,27,70,67
Kim Doughty,99,82,74,17,28
Rose Bohrman,94,74,79,98,27
Becky Quinn,65,28,84,52,63
Harold Fitzgerald,13,70,54,1,41
Kim Claudio,22,16,94,32,43
Donald Haddock,79,11,31,90,49
Benjamin Janssen,95,7,8,63,70
Mary Baum,48,40,13,16,60
Rodney Barksdale,32,62,98,41,48
Michelle Turrubiates,98,4,11,6,43
Linda Conrow,15,30,62,89,29
William Hoyt,51,87,6,17,18
Giselle Petersen,24,9,93,19,63
Lourdes Giddens,8,33,96,78,60
Walter Pope,42,86,63,97,65
Michael Patterson,24,33,58,69,70
Carol Reilly,21,36,78,10,46
Roy Huson,92,31,29,77,69
Agnes Jenkins,45,42,66,21,47
Justin Grey,57,67,58,16,98
Deborah Dolecki,62,27,33,84,59
Ruby Lay,69,26,63,44,47
Pearl Laughlin,17,7,22,32,87
Ethan Ford,62,16,35,63,45
Ronald Monson,0,70,49,92,45
Geraldine Zender,29,64,85,29,9
Charlene Kennedy,98,54,90,73,32
Laura Watson,85,21,92,64,29
Krystal Traverso,23,84,15,19,34
Frank Boyce,95,30,66,64,42
Byron Fowler,3,33,7,45,16
Mattie Roark,57,0,55,25,93
Tiffany Gantner,45,18,56,28,96
Jose Robinson,79,94,17,45,17
Dwight Pruitt,70,41,69,44,63
Catherine Peterson,100,58,88,86,32
Dorian Tirabassi,75,100,3,67,6
Jerry Bean,71,40,59,95,40
Mary Dendy,89,23,85,14,6
Bob Graham,41,8,83,42,33
Linda Bradshaw,47,26,0,50,100
Harold Sembler,35,92,66,8,77
Hattie Graves,65,5,59,66,93
Lauren Crafton,19,54,41,78,2
Maxine Stromberg,48,37,48,25,24
Kim Matthews,30,22,87,89,97
Norbert Russell,59,36,59,3,50
Roderick Sayers,68,7,61,33,26
Christa Peloquin,25,38,100,79,54
Gregory Jondle,52,86,45,2,95
Samuel Kimball,90,67,29,86,41
Laura Morguson,97,70,92,51,84
Scott Ward,100,21,57,78,37
Earl Mitchell,43,7,71,30,79
Martin Thomas,8,69,71,87,25
Nick Miller,56,38,5,25,2
Harlan Buchana,97,21,38,47,55
Laura Bucy,49,100,34,95,84
Shawanda Ashlock,52,94,95,68,20
Lisa Melody,50,86,23,9,22
Benjamin Malinski,77,5,50,58,45
Daniel Mcguire,60,13,59,1,5
Samuel Batchelor,34,88,78,26,44
Wilton Hurley,60,78,37,92,62
Ivonne Jeffries,7,37,78,71,1
Brian Law,33,47,40,20,42
Xochitl Sneed,85,8,100,79,45
David Fillingham,33,82,74,1,85
Pearl Campisi,14,59,4,64,30
Daniel Wick,29,51,36,22,12
Grace Rodriquez,99,28,15,11,83
William Hodges,60,91,82,60,86
Tabitha Farmer,68,98,30,16,21
Stephanie Foster,15,46,20,57,7
Charlene Pratt,52,97,52,54,75
Gretchen Varron,46,67,4,74,83
Rebecca Mccoy,79,47,9,0,69
Claudia Sias,15,81,25,15,10
Brent Campbell,2,95,41,72,2
Paula Turner,44,10,93,50,100
Albert Diaz,79,7,55,49,54
Mark Reyes,23,25,87,52,62
Eric Devries,16,3,87,70,31
William Carter,5,50,94,30,93
Amy Rather,65,52,52,21,87
Cynthia Miller,22,84,94,78,79
Marguerite Ashton,91,14,81,89,16
Jeanne Broughton,45,53,7,64,15
Keith Harley,99,55,95,96,34
Fred Pignataro,57,75,82,39,39
John Griffin,69,100,86,45,56
David Martinez,33,18,28,32,46
Minnie Gehring,81,36,13,94,43
Carey Sanchez,88,78,72,46,88
Eugene Shakir,38,39,96,37,87
Jeffrey Mcarthur,12,57,88,97,58
Robert Daniels,78,59,69,50,58
Louis Goodson,95,8,1,30,43
Ross Cacioppo,97,52,55,8,62
Mary Boucher,69,34,79,19,62
Stephanie Bing,63,46,17,55,38
Josh Farmer,63,40,20,0,66
Danielle Rodriguez,28,16,39,85,4
Conrad Hill,75,32,35,40,16
Lorretta Simon,37,97,91,16,55
Alfred Howard,61,95,20,82,1
Mildred Blanco,10,74,85,97,79
William Lee,12,87,22,64,12
Mary Vanzandt,17,51,51,86,35
Charles Roberson,30,100,84,32,0
Ellen Page,41,88,18,8,94
Douglas Torrence,72,46,66,99,99
Juan Casey,39,97,3,56,76
Pasquale Rutledge,30,28,48,31,92
Tracy Dominquez,66,39,71,40,98
Jerry Applegate,61,35,49,84,89
Virginia Smith,8,28,63,66,24
Ruth Miller,94,50,20,29,23
Gretchen Priolo,77,25,52,68,85
Mary Morton,87,28,42,19,19
Frank Hunt,0,34,49,6,100
George Hovermale,79,86,26,73,1
Brenda Sisco,57,64,5,26,47
Melina Nick,85,14,87,92,45
Diana Guy,48,27,67,90,89
Andrew Mcrae,87,10,44,82,70
John Speer,2,28,74,53,84
Edna Ocheltree,95,6,3,27,79
Lynette Crawford,86,44,40,30,70
Elizabeth Turnipseed,42,31,4,35,22
Robert Watson,28,67,1,76,51
Helen Pursifull,50,87,61,45,78
Velma Lassiter,95,31,6,88,44
Randy Tracy,53,91,82,66,6
Otto Latouche,21,4,20,69,70
James Bundy,92,82,92,11,49
Ryan Williams,97,75,38,78,40
Ozell Williams,76,47,29,34,64
Gail Spotted,59,87,53,47,86
Edward Ferry,13,24,60,9,71
Lisa Goldbeck,95,58,77,41,92
Sara Hare,66,97,22,75,86
Alfredo Schneider,37,77,89,64,100
Michael Evey,47,16,70,95,12
Juan Barrow,12,60,58,64,69
Royal Smith,76,26,41,10,35
Ruth Gugino,61,82,1,58,36
David Gunter,84,9,66,79,90
Ann Harrison,4,3,16,51,63
Carol Noble,7,71,83,55,19
Lolita Jares,77,59,76,41,56
Emily Torrence,14,64,31,25,25
Dorothy Schubbe,74,30,66,12,23
Timothy Johnson,87,57,75,5,78
Virginia Vernon,44,35,60,80,66
Jerry Hernandez,8,25,5,16,28
Nicole Bohn,55,51,31,3,61
Mark Crawford,31,99,82,17,38
Brian Crouch,20,57,92,68,58
Robert Nobles,27,0,17,52,37
Julius Baker,52,82,7,20,64
Rayford Duran,14,50,46,19,9
Olivia Acevedo,37,88,21,66,45
John Loughlin,63,96,8,84,21
Amanda Gilbert,87,38,78,43,48
Michael Wilson,32,96,4,21,40
Harold Shearing,74,78,5,6,41
Shelly Hill,28,29,81,31,88
Michael Besecker,22,84,67,68,57
Raquel Minjarez,61,18,42,98,100
Mary Winter,0,22,45,95,74
Edward Rodriquez,98,4,69,0,89
Carissa Ricketts,28,91,56,38,1
Barbara Cuccia,3,56,57,66,55
Donald Beane,72,3,4,41,45
Franklin Houck,20,8,55,77,37
Guy Potter,40,44,56,65,71
Robert Melnick,49,67,23,59,99
Mary Gonzalez,73,22,84,89,94
Emma Clements,4,12,64,58,9
Judith Beach,93,24,30,8,60
Brandi Pinson,90,15,54,9,5
Ann Thompson,4,0,94,16,71
Robert Mercurio,78,57,82,58,28
Jacob Hankins,99,79,95,73,17
James Shepherd,49,41,11,60,82
Elizabeth Joe,18,96,33,38,52
Richard Glenn,17,41,60,87,96
Shannon Thompson,35,63,60,94,61
Deborah Gabe,91,77,29,52,32
Zola Auerswald,54,90,65,72,77
Joseph Palazzi,30,49,85,53,69
Monte Nord,23,49,74,33,76
Mark Toles,75,45,63,33,31
Isabelle Elsey,67,17,85,42,24
Sam Rumberger,75,99,57,17,12
Carla Chalepah,55,34,4,47,40
Todd Roman,84,99,32,88,6
Jon Gookin,26,60,60,83,29
Tiffany Casady,88,50,83,73,30
Ninfa Westbrook,90,31,100,16,49
Lela Horton,45,47,41,55,50
Michael Munoz,97,39,97,51,54
Karen Lowe,92,100,75,70,21
Kevin Prescott,35,97,20,9,63
Scott Morrison,50,34,90,81,34
Dale White,67,59,92,62,37
Jocelyn Holden,37,3,9,89,89
Robert Wynn,78,65,30,28,17
Faye Suarez,88,40,52,99,18
Terry Bolden,91,80,59,61,22
Barbara Darosa,43,22,83,32,94
James Smith,36,4,92,19,68
Adam Dixon,25,14,5,15,37
Connie Arias,19,18,76,85,94
William Carlin,61,82,71,3,65
Robert Levine,88,74,33,23,41
Robert Stone,87,91,90,93,38
Celeste Camps,72,67,75,90,27
James Bryant,72,66,68,21,72
Arlene Huckaby,95,68,75,55,83
Charles Gentges,91,80,44,72,25
Maria Dodd,92,58,64,90,76
Barbara Edelman,94,2,90,29,67
Joan Bradshaw,80,24,92,70,89
Joseph Jeffords,97,27,33,76,83
Jeremy Comacho,68,35,33,10,41
Aaron Parker,76,96,80,0,17
Antonio Rivera,100,67,54,13,15
Bernadette Schulte,8,28,40,61,35
Christopher Boatright,13,52,66,99,45
Suzanne Flores,68,76,15,57,24
Frances Wilson,21,22,80,53,64
Richard Crabtree,38,46,93,43,100
Angela Chapa,46,71,8,69,85
Sydney Robbins,97,25,47,2,73
Annie Mcintosh,30,48,80,33,56
Jennifer Richardson,56,2,74,37,64
Marie Rodriguez,6,98,11,29,38
Alton Sebastian,56,9,29,97,21
Paul Barnhill,91,12,64,78,18
Yvonne Read,5,47,24,20,52
Nelson Pizarro,80,28,60,39,46
Alicia Jones,33,89,5,78,25
Alison Solano,26,80,64,86,35
Elizabeth Heverly,44,63,63,54,99
Larry Brock,64,47,78,50,25
Ann Herda,82,67,74,43,5
Alda Knight,15,23,1,29,76
Numbers Woods,46,95,72,99,23
Terrance Ritter,67,66,39,34,84
Rebecca Martinez,36,62,26,9,42
Kevin Sexton,25,95,25,22,81
David Sedgwick,7,98,17,67,25
Margie Golden,84,92,86,77,42
Orlando Farris,48,100,98,58,13
Melissa Fulton,63,53,26,21,76
Moses Anthony,71,95,50,16,48
Alonzo Gilbert,86,20,69,36,35
Jerry Whiting,9,10,44,99,67
Rhonda Sofranko,84,25,51,18,67
Jeanetta Gray,7,88,65,7,55
Mildred Bedgood,10,27,45,55,33
Fernando Johnson,3,98,39,48,97
Ralph Goldston,82,61,25,2,4
Jeffrey Mcguire,95,16,41,75,10
Helen Holland,60,91,19,90,42
Angela Boothe,66,78,48,44,61
Keith Wallace,57,75,52,93,80
Faye Campo,40,54,82,57,13
Leona Elliott,60,3,72,23,94
Jerry Finchum,10,98,34,69,7
Shanna Stout,44,81,31,49,67
Carolyn Solis,68,1,98,49,72
John Trotta,81,58,60,29,70
Valerie Tucker,55,70,25,92,8
Gwendolyn Grennan,65,39,19,62,64
George Nicolet,70,76,71,41,92
Clayton English,77,20,50,70,4
Guillermo Cooper,76,21,82,64,32
Willie Bryant,71,24,81,53,99
Jeff Brown,51,79,3,17,16
Thomas Carney,17,99,32,43,55
Kimberly Plumley,49,56,84,52,55
Clyde Vanscooter,2,22,42,97,2
Kay High,96,38,53,92,5
Trina Ewers,76,8,41,55,64
Mary Snerling,0,85,79,18,41
Katlyn Espino,86,68,96,58,14
Robert Green,83,31,92,53,82
Gerri Feria,57,97,64,57,54
Laurie Lee,86,31,48,33,41
Leo Mcinnis,59,26,29,63,77
Ann Fulton,40,39,84,95,82
Douglas Balnis,19,76,6,70,48
William Caldwell,90,13,52,10,57
Douglas Hernandez,53,39,30,24,37
Annamarie Olson,39,93,16,90,54
Jennifer Bowman,10,87,48,57,53
Arthur Lovisone,8,7,43,12,63
Sylvia Edwards,95,81,0,9,100
William Jones,70,91,87,12,26
Robert Starr,5,3,66,88,92
Helena Harrison,78,14,93,12,36
Rita Martin,57,8,49,22,6
Michelle Mcclary,12,11,49,34,58
Denise George,28,3,85,70,87
Dawn Corsi,15,44,81,28,36
Michael Jackson,64,0,90,43,67
Chad Kaufman,92,100,22,23,19
Diane Abrams,99,17,74,99,3
Rebecca Fritz,30,12,45,83,94
Michael Osborne,56,37,85,74,45
Diane Walls,41,65,52,78,4
Laurine Henderson,62,5,88,17,4
Margo Richmond,4,83,33,61,46
Francis Le,44,2,93,25,98
Lanie Scholl,76,56,59,76,89
Mark Lee,2,41,30,49,26
Richard Vant,27,23,12,55,12
Nicholas Vigil,50,19,91,70,11
Gary Fedezko,78,94,7,58,3
Eddie Pierce,20,14,41,69,28
Tracy Reddy,37,34,20,58,99
Martha Taylor,99,40,59,86,4
James Erickson,77,0,44,11,79
Hannah Miller,1,95,94,1,44
Amanda Haymes,37,4,28,100,48
John Brennan,54,99,46,3,5
Coral Mccullough,7,20,87,58,50
Maryann Anderson,96,4,70,6,24
Bertha Smith,76,62,26,15,25
Nancy Wong,70,16,44,61,70
Matt Shelnutt,25,36,38,23,62
Laura Morris,52,43,52,53,10
Gail Tshudy,83,56,13,73,65
Lois Snook,80,77,7,13,71
Bertha Norris,38,78,88,85,87
Janine Cane,17,88,57,72,51
Anna Westmoreland,48,44,87,97,70
Stephen Bryant,25,18,15,31,1
Jeannie Risher,47,37,45,73,54
Jimmy Hausman,72,91,4,57,84
Bianca Thomas,52,31,85,40,68
Joseph Miller,47,53,93,30,83
Marcela Granderson,84,61,48,76,55
Mary Davis,83,24,17,48,71
Steven Riggs,67,51,82,10,49
Guillermo Baker,42,15,66,54,72
Jennifer Moore,22,63,57,65,66
Brian Sheston,100,97,24,74,100
Arthur Bean,87,13,48,16,39
Bernie Milone,83,92,40,85,91
Debra Sager,7,32,32,14,46
Michael Housh,70,84,70,94,68
Caroline Bock,87,29,72,86,6
Chris Presha,9,37,47,60,82
Stephen Mcmillan,28,29,92,82,38
Betty Johnson,9,81,64,99,25
Ruben White,7,24,95,71,95
Eleanor Camacho,93,58,85,12,90
David Parent,8,67,26,11,81
Randall Mercurio,64,66,79,10,12
Jeffrey Smith,57,43,91,93,92
Frances Rediger,21,61,78,53,15
Sue Hinson,4,93,40,49,64
Kevin Ellis,56,67,64,39,100
Jeanette Perez,50,97,45,12,98
Thomas Underwood,56,55,73,39,29
Susan Christian,76,31,1,75,15
Richard Kujawski,25,10,17,17,29
Alicia Rodgers,94,63,17,60,58
Michelle Stoneham,98,63,6,62,9
Tom Bogacz,47,90,85,73,94
John Sides,72,25,55,55,100
Logan Hurt,21,30,53,22,38
Cruz Santiago,28,74,12,95,33
Randy Straight,52,18,33,16,89
John Bivens,20,43,38,83,18
Trista Graves,52,46,85,83,53
Hilda Niedringhaus,73,59,44,5,42
Patricia Pierson,87,88,17,44,44
Steven Hoefler,57,81,56,40,77
Andrew Bird,99,35,81,6,81
Maxine Scott,13,52,71,89,9
Derrick Kahn,69,58,27,20,61
Merrill Allen,74,32,65,41,35
Kristan Larson,93,67,99,63,28
Mark Blount,5,97,5,0,73
Brittany Smith,22,100,76,59,78
Theresa Shackelford,34,16,56,98,85
Evelyn Raymond,91,70,47,9,0
Gloria Mack,41,13,3,52,94
Chris Watson,15,89,55,35,59
Mildred Johnson,69,44,78,9,58
Joseph Woody,79,61,88,71,32
James Kielbasa,9,82,16,85,92
Minerva Little,83,43,30,52,28
Rachel Garcia,84,11,69,88,33
Lorraine Scott,12,56,1,61,49
Donald Houston,66,23,19,68,73
Marvin Zappulla,4,22,61,3,23
Nancy Bradford,71,9,29,76,12
Jason Cooper,11,45,85,93,59
Austin Lemieux,7,63,26,58,11
Joseph Rhodd,96,16,10,11,38
Robert Smith,5,80,84,49,84
Bennie Lott,69,9,17,3,59
Herman Valenzuela,91,88,69,60,32
Grace Soders,45,5,18,42,22
Casey Lewis,9,83,56,57,24
Birdie Chi,21,19,76,85,87
Michael Villalobos,33,57,50,13,95
Craig Vaughan,1,45,2,53,85
Nona White,29,90,2,23,97
Stacy Scott,11,26,26,40,81
James Mcgahan,8,96,73,60,59
Jason Sherrod,71,33,2,86,13
Charles Culliton,22,53,21,42,78
Migdalia Capps,88,77,90,92,42
Maria Bloom,12,63,36,80,53
Bertie Mattas,34,82,50,33,83
Sachiko Ford,71,60,34,95,60
Chester Levan,98,58,33,22,73
Sue Turner,68,48,32,100,17
Linda Castillo,15,39,76,87,26
Deanna Kopf,30,4,77,47,1
Danny Simpson,86,63,79,5,100
Earl Borders,73,13,69,40,59
Duane Larsen,25,90,43,63,57
Frank Black,58,79,26,97,33
Vickie Lepore,35,54,42,23,42
Theodore Ashley,1,92,15,90,36
Victoria Merrifield,93,25,65,21,0
Joan Hunt,86,65,30,2,32
Edward Quintana,10,26,17,12,11
Jose Polczynski,81,83,94,57,98
Jennifer Turney,43,37,19,68,91
Mary Galdames,7,13,11,83,39
Chris Osterman,66,36,97,96,44
Brenda Andrews,19,69,27,2,88
Robert Greenlee,65,45,38,76,81
Rick Williams,11,71,90,16,65
Amanda Hayes,25,92,42,67,35
Frances Greer,91,52,93,25,7
Norma Coates,78,58,33,49,99
Regina Floyd,21,32,9,16,21
Bobby Stark,47,70,7,64,1
Cynthia Guzman,30,91,90,82,6
Katie Atkins,34,69,18,1,42
Justin Lazarus,59,54,22,90,15
June Nelson,92,62,91,24,21
James Kimsey,20,81,12,45,84
Arlene Daniels,94,17,56,23,38
William Sawyer,15,96,21,52,40
Rosa Farmer,8,90,80,38,61
Robert Binder,15,43,89,64,41
Rachel Harrold,95,86,29,73,77
Roland Ford,45,30,21,74,35
Jennie Haas,49,71,44,54,14
Amy Mack,74,33,33,89,47
Jennifer Wilson,37,92,53,92,87
Leonard Flores,98,47,9,17,84
Julia Wathen,5,76,92,83,10
Juan Walls,34,53,99,30,99
Melissa Mohmed,81,24,48,27,64
Jose Horabik,5,52,49,40,20
Phillip Marr,8,31,65,74,99
John Johnson,66,59,7,10,9
Debra Kelley,80,3,91,82,17
Tammy Barry,73,48,60,15,10
Neil Pasco,69,42,17,18,33
Cecelia Mueller,10,90,44,48,70
Carla Henry,39,7,35,13,63
David Pasion,9,23,26,47,43
Mary Douglas,63,25,37,33,82
Jason Mongelli,37,74,67,77,33
Stephanie Hodo,54,48,60,96,58
Jonathan Cornelius,79,99,65,20,62
Kristie Nall,46,87,15,22,99
Claud Welle,0,74,50,14,4
Michelle Stancil,68,32,3,92,17
Leopoldo Lane,68,63,23,30,78
Sandy Selph,35,78,43,44,81
Willie Kaminski,32,51,86,23,33
Betty Brandon,26,5,6,0,66
Tommy Welch,86,11,30,45,24
Travis Nelson,44,47,17,61,58
David Sisler,92,92,5,17,76
Miguel Reeves,61,72,83,64,62
Nadine Moore,69,78,2,30,41
Kyle Rodgers,52,27,92,80,100
Ward Mckoy,29,1,51,23,76
Curtis Jones,74,49,73,20,94
Julio Gallagher,88,78,59,45,10
Mallie Hernandez,2,1,16,55,88
Nancy Gee,54,9,59,11,8
Denice Horsley,51,21,1,46,35
Carolyn Durham,93,22,70,76,1
Rhonda Ebert,30,82,78,13,47
Daniel Moss,53,56,96,23,97
Christina Skidmore,32,62,34,50,41
Nancy Nelson,95,26,0,43,35
Antonio Herron,51,5,10,12,62
Nancy Russell,21,85,4,85,65
Bernice Mcgough,98,14,10,15,55
Julia Labianca,68,76,91,15,44
Betty Skerl,79,6,7,57,52
Christina Mckenzie,72,18,92,13,91
Edward Agee,24,11,2,100,99
Naomi Hewett,77,50,23,67,47
Juan Jones,43,41,16,78,6
Robert Hawkins,95,20,53,8,100
Charles Rosa,24,31,64,90,91
Mollie Taylor,24,1,61,71,17
Daniel Kwon,55,73,62,11,85
Joseph Tippets,51,35,84,99,11
Eloise Decker,72,66,16,75,30
Brian Sledge,78,9,26,54,32
Crystal Bush,85,28,97,3,31
Andrew Cowan,39,43,20,16,22
Jorge Day,82,52,34,97,31
Lori Lennon,71,56,83,35,51
Jeffrey Struebing,20,49,84,31,38
Lula Wilson,100,87,49,95,51
Melissa Douglas,55,39,16,9,100
Donna Mohamed,59,76,36,91,67
Samuel Brookman,17,48,64,76,56
Cecelia Franks,94,12,71,34,74
Norma Diaz,25,76,57,46,57
Helen Loque,8,97,91,96,38
Roger Rubin,85,46,44,1,47
Tyler Turner,65,37,40,24,83
Randy Luna,72,95,86,58,40
David Trivino,60,83,39,34,97
Sidney Jones,41,76,78,9,44
Rhoda Daniels,40,82,18,14,71
Monica Beckner,93,96,46,19,49
William White,37,24,70,70,76
James Werner,74,12,71,32,26
Meredith Yono,18,65,89,69,82
Myra Castillo,76,2,17,17,87
Gary Foulks,9,33,16,41,17
Ivan Kader,24,70,38,33,100
James Brafman,75,86,58,79,67
Andrea Nathaniel,54,48,36,9,16
Vicky Barnard,2,86,27,94,68
Ramiro Downie,29,48,35,72,0
Stacy Durbin,89,59,55,100,80
Joseph Kahler,0,68,23,84,20
Clarence Corbitt,70,62,12,61,12
Mark Anderson,42,50,100,38,17
Lillian Hollandsworth,46,59,48,82,46
Janet Asante,4,29,96,54,45
Alisa Gonzales,59,49,16,72,54
Jose Lee,67,41,30,11,75
Minnie Manning,29,79,30,81,54
Irving Nicholson,78,11,67,59,62
David Schultz,14,60,10,87,10
Ruth Coffey,94,24,38,94,38
Frederick Vargas,78,11,20,75,74
Linda Canada,97,30,7,98,53
Alison Deleon,47,80,74,66,52
William Dunn,54,31,89,1,55
Miguel Higdon,64,56,61,28,68
Jamie Murrah,42,48,63,37,8
Mildred Long,94,38,76,75,14
Margaret Beasley,47,88,70,56,68
Kaitlin Hedrington,70,55,72,100,55
Christine Fellers,77,54,5,28,97
Verna Thorne,96,42,38,23,59
Adam Brown,9,52,61,95,15
Gregory Lauria,30,60,49,82,51
Marie Burgess,35,57,23,83,40
James Salvato,46,58,63,73,39
Dorothy Norris,78,99,10,15,14
Clarice Sarni,37,34,75,42,50
Angela Cesena,82,58,82,21,47
Alexander Cisneros,4,61,12,20,37
Sara Mcelwaine,9,20,94,86,27
Kevin Brunner,25,25,87,29,32
James Batiz,88,54,6,59,28
Sarah Mooney,63,37,60,39,11
Joel Davis,45,9,35,86,38
Martin Knapp,61,2,23,81,32
Sean Coyt,28,28,23,76,6
Eduardo Mcbride,71,4,63,24,73
Cynthia Whitson,75,34,40,42,64
Terence Frazier,91,84,19,64,8
Lizzie Davis,61,1,72,85,59
Pamela Miller,48,39,21,49,69
Chad Kilberg,63,35,32,89,14
Cynthia Eargle,86,37,54,53,48
Ashley Reynolds,50,84,97,49,64
Denise Robeson,3,44,77,17,43
Steven Sprayberry,52,6,78,54,51
Robert Gertz,6,3,6,28,75
Joellen Radosevich,82,68,43,25,7
Angela Misiak,32,60,77,42,7
Raymond Chilton,33,82,9,91,77
Tamara Heim,48,11,50,89,92
Alice Nolette,89,6,40,45,88
Eleanor Carder,20,96,66,76,79
Deborah Lambert,74,70,80,39,44
Briana Carpenter,79,45,41,44,23
Melanie Lucas,2,40,98,67,30
Vicky Bourn,30,21,3,6,61
Brian Sellers,100,46,48,33,67
Susan Carpenter,58,94,19,66,92
Jesus Woods,14,94,63,22,98
John Morrison,48,38,79,10,11
Jamie Barrett,22,35,31,43,12
Ricardo Franklin,72,67,28,6,64
Andrea Stones,20,73,35,47,71
Ilene Wilson,51,61,8,7,54
Martin Livingston,27,13,49,72,69
Chuck Brennen,63,38,19,42,26
Catherine Smith,76,15,40,39,33
Rosa Reyna,62,24,23,54,5
David Cutler,51,52,29,41,0
Richard Sears,72,93,76,65,39
Brett Gary,29,52,41,70,69
Melissa Vig,80,53,66,44,90
Diana Jenkins,88,55,38,83,100
Carrie Parks,7,39,78,87,90
Margarita Pichardo,64,11,94,49,63
Martha Brown,97,26,73,19,28
Byron Lewis,96,58,46,91,10
Harold Waite,88,66,69,10,96
Shirley Krueger,85,73,4,74,26
Elvin Resendez,92,41,100,91,95
Arthur Abrams,100,27,52,38,49
Guadalupe Brown,30,62,89,67,94
Troy Daniels,50,80,93,69,4
Valerie Fulcher,76,0,38,86,48
Tabitha Oconnor,7,84,57,32,77
Edna Ferris,82,1,53,22,81
Robert Jones,17,24,5,41,5
Isaac Ortiz,91,75,64,81,49
Brenda Sulla,42,51,22,17,19
Philip Thompson,70,12,42,89,23
Jan Henry,21,99,39,41,20
Claudine Edie,34,6,93,12,42
Tony Cagle,52,63,13,64,84
Jerry Sykes,78,10,76,78,71
Leticia Woody,10,36,30,98,24
Julia Porter,84,1,70,100,5
Maria Lilly,70,42,47,12,18
Donna Samet,100,79,95,20,3
William Young,92,0,48,10,75
David Chizmar,5,60,56,44,7
Melva Easton,2,56,8,97,37
Jessica Soukup,55,80,22,16,89
Robert Silvers,16,31,84,29,96
Johnnie Quijano,60,46,82,45,46
Naomi James,61,43,50,5,57
Bobbie Frank,67,96,23,52,40
Debbi Bevens,16,26,80,9,31
Annette Sanchez,23,3,53,82,11
Patricia Wuertz,60,63,1,16,31
Eugene Bilsborough,68,50,32,69,28
Marion Lynn,7,21,74,52,33
Mary Bueno,69,54,2,48,53
James Terry,75,83,6,1,43
Kay Stokes,79,35,15,24,76
Janet Tidwell,58,92,70,67,55
Janine Mcguffey,34,70,46,44,100
Miles Lysiak,63,0,96,62,78
William Forbes,93,52,69,40,72
Daniel Shor,79,96,47,40,99
Tammy Johnson,19,95,33,51,36
Raymond Coleman,86,69,12,65,51
Katherine Cosme,65,44,92,46,87
Diana Barham,17,38,82,16,29
Juanita Heilman,73,98,94,11,55
Joe Mitchell,16,70,32,23,99
Joe Lowers,98,35,44,69,9
Charles Gibbons,77,1,4,46,52
Brittany Williams,54,11,20,77,62
Joan Sanchez,71,64,100,48,47
James Dougherty,67,43,65,40,48
Mary Harrison,96,13,100,42,25
Charlotte Eichenberger,72,37,34,31,89
Edmond Powell,26,71,56,2,92
Amie Norris,97,32,85,71,32
Robert Zachery,5,94,64,2,95
Robert Hancher,39,21,65,5,63
Holly Smith,77,76,96,38,100
Renee Valencia,56,98,57,5,100
Audrey Richards,13,56,100,77,46
Deborah Jurczyk,10,84,80,76,77
Allison Robinson,56,94,99,87,95
Roger Espinosa,39,7,2,26,45
Ruben Marquez,7,35,28,26,30
Sarina Thomas,50,81,33,41,33
Cleo Underdahl,97,26,70,37,12
Arthur Dickson,81,20,22,49,100
Bryan Williams,91,60,68,74,59
Adelaide Martinez,0,70,96,83,59
Beatrice Placha,90,76,34,54,41
Sandra Amerman,4,97,26,20,65
Daniel Frazier,11,40,57,30,38
Sandra Green,25,7,22,14,41
Kate Kinsman,95,85,85,14,44
Jennifer Maditz,3,97,78,43,16
Darrell Peters,75,88,49,47,52
Carol Warner,12,28,31,87,99
Gilbert Davidson,89,10,47,68,54
David Lindsey,24,62,10,15,43
Cedrick Coleman,59,58,63,37,6
Donna Castrey,77,11,29,33,12
Carroll Anteby,34,100,12,87,97
Ashley Miller,31,62,37,61,99
Jeffrey Harris,63,86,83,9,2
Crystal Stewart,65,78,14,61,22
Jerry Quigley,91,62,68,85,60
Janis Urban,63,64,95,37,77
Marcellus Miah,32,96,10,20,8
Joanne Conley,92,51,2,16,65
Eileen Hobson,60,68,30,11,19
Sheila Roddy,32,70,14,66,10
Jane Griffin,29,65,83,33,92
Victoria Mcclure,5,65,25,22,40
Michael Nolan,88,41,11,7,90
Wilma Sanford,89,36,53,84,96
Charles Yasutake,26,98,49,4,88
Jason Bish,41,24,46,57,77
Robert Fowler,24,17,51,84,65
Patrick Allen,88,82,75,75,51
Juan Parizo,61,93,14,67,42
Dorothy Parrott,30,10,90,69,31
Jenny Ollis,77,92,11,17,11
Ramona Gillette,58,9,84,16,15
Gordon Cantella,67,83,57,20,75
Walter Lin,69,13,16,51,99
Howard Lanphear,27,41,83,59,62
Omar Smith,12,4,73,81,99
William Irvine,58,95,46,11,47
Bobby Jones,60,37,33,20,14
Victoria Fisher,76,32,74,83,47
Michael Thompson,29,10,12,33,10
Carl Fletcher,6,64,94,40,32
Van Stevens,74,55,74,76,8
George Nelson,11,80,98,42,40
